"gu","dong","car","Hyd_car","lat","lng","r1","r2","r3","r4","r1_from","r2_from","r3_from","r4_from"
"성동구","용답동",8227,1,37.5624296,127.0550851,0.095877604,0.143446801,0.156449502,0.175501926,"양재","여의도","하남","상암"
"광진구","중곡동",22241,0,37.5630636,127.0883253,0.108671822,0.124213155,0.176140001,0.208663552,"양재","하남","여의도","상암"
"광진구","능동",2993,0,37.5511328,127.0818921,0.095123007,0.128057663,0.167967596,0.203157868,"양재","하남","여의도","상암"
"광진구","구의동",22722,0,37.5436014,127.0931657,0.095236527,0.115891867,0.178470098,0.215260301,"양재","하남","여의도","상암"
"광진구","광장동",11742,1,37.5477291,127.1042141,0.105477926,0.105501368,0.189813684,0.225717504,"하남","양재","여의도","상암"
"광진구","자양동",30921,1,37.5323755,127.0744811,0.075240679,0.133922513,0.159339043,0.198736364,"양재","하남","여의도","상암"
"광진구","화양동",3946,0,37.5435023,127.0736981,0.084472568,0.135255715,0.159050111,0.196004288,"양재","하남","여의도","상암"
"광진구","군자동",5194,0,37.5532424,127.0734923,0.093102591,0.136685287,0.159913476,0.194585099,"양재","하남","여의도","상암"
"동대문구","신설동",1317,0,37.5748049,127.0255929,0.106278338,0.11885516,0.145721602,0.187919877,"양재","여의도","상암","하남"
"동대문구","용두동",8264,0,37.5762335,127.0348716,0.107366061,0.128022324,0.155025081,0.179259629,"양재","여의도","상암","하남"
"동대문구","제기동",6397,0,37.5847824,127.0368405,0.115944087,0.133091801,0.157416184,0.179712376,"양재","여의도","상암","하남"
"동대문구","전농동",13128,1,37.5802851,127.0556709,0.113478345,0.14895126,0.160402434,0.175946967,"양재","여의도","하남","상암"
"동대문구","답십리동",18386,0,37.5699332,127.0551216,0.103220239,0.145316401,0.158079943,0.175257997,"양재","여의도","하남","상암"
"동대문구","장안동",23103,0,37.5711171,127.0674265,0.107531978,0.146497493,0.157501802,0.187547479,"양재","하남","여의도","상암"
"동대문구","청량리동",5523,0,37.5883148,127.0460899,0.120042074,0.142980267,0.166932521,0.172043709,"양재","여의도","상암","하남"
"동대문구","회기동",2134,2,37.594437,127.0521251,0.126849892,0.15099976,0.168559662,0.173600934,"양재","여의도","하남","상암"
"동대문구","휘경동",9862,0,37.5881848,127.0643272,0.123076774,0.154908557,0.159803187,0.185087149,"양재","하남","여의도","상암"
"동대문구","이문동",9920,0,37.5994013,127.0624708,0.133572532,0.161051952,0.162473952,0.184521816,"양재","하남","여의도","상암"
"중랑구","면목동",35838,1,37.5819253,127.0902095,0.126199886,0.128589756,0.182348525,0.210524194,"양재","하남","여의도","상암"
"중랑구","상봉동",13582,0,37.6001601,127.0832212,0.140167886,0.142885108,0.181788031,0.205176362,"양재","하남","여의도","상암"
"중랑구","중화동",12471,0,37.600464,127.0784467,0.138855863,0.147228531,0.177501996,0.200487528,"양재","하남","여의도","상암"
"중랑구","묵동",16834,0,37.6125348,127.0803388,0.150913313,0.151671875,0.184265759,0.204365724,"양재","하남","여의도","상암"
"중랑구","망우동",15011,0,37.6003767,127.1056492,0.123830879,0.149696386,0.202778218,0.227449085,"하남","양재","여의도","상암"
"중랑구","신내동",19848,1,37.6102524,127.1011551,0.133193173,0.156465162,0.202230011,0.224427204,"하남","양재","여의도","상암"
"성북구","성북동",3332,0,37.5963213,126.9925431,0.101347735,0.115099677,0.134064552,0.225446716,"여의도","상암","양재","하남"
"성북구","성북동1가",400,0,37.5895393,127.0040328,0.106490868,0.124366078,0.125278939,0.21251248,"여의도","양재","상암","하남"
"성북구","돈암동",12098,0,37.5971818,127.0178324,0.122224173,0.129342684,0.140095879,0.201645197,"여의도","양재","상암","하남"
"성북구","동소문동1가",283,0,37.5901376,127.007256,0.109518101,0.124209672,0.128553364,0.209581982,"여의도","양재","상암","하남"
"성북구","동소문동2가",101,0,37.5888166,127.0081299,0.109549854,0.122732196,0.129248272,0.208374697,"여의도","양재","상암","하남"
"성북구","동소문동3가",40,0,37.5903924,127.0116169,0.113343854,0.123590183,0.132909043,0.205473508,"여의도","양재","상암","하남"
"성북구","동소문동4가",834,0,37.5918678,127.0106029,0.113269515,0.125227726,0.132109697,0.206872226,"여의도","양재","상암","하남"
"성북구","동소문동5가",361,0,37.5915119,127.0150675,0.11687157,0.124114522,0.136479339,0.202501551,"여의도","양재","상암","하남"
"성북구","동소문동6가",484,0,37.5936325,127.0140286,0.117106992,0.126371467,0.135760608,0.204131532,"여의도","양재","상암","하남"
"성북구","동소문동7가",659,0,37.5963137,127.0142973,0.118789341,0.128977644,0.136463741,0.20471183,"여의도","양재","상암","하남"
"성북구","삼선동1가",964,0,37.5843841,127.0075165,0.10674075,0.118540228,0.128161016,0.207787208,"여의도","양재","상암","하남"
"성북구","삼선동2가",1858,0,37.5848587,127.0118856,0.110773671,0.118102463,0.13255519,0.203690717,"여의도","양재","상암","하남"
"성북구","삼선동3가",1156,0,37.5867502,127.0134419,0.113057859,0.119681824,0.134289256,0.202699258,"여의도","양재","상암","하남"
"성북구","삼선동4가",724,0,37.5898185,127.013353,0.114528728,0.122720102,0.134555885,0.203645701,"여의도","양재","상암","하남"
"성북구","삼선동5가",987,0,37.5885476,127.016002,0.116172101,0.121042771,0.137031397,0.200743659,"여의도","양재","상암","하남"
"성북구","동선동1가",218,0,37.5924569,127.0182087,0.12005012,0.124608225,0.13972159,0.199792195,"여의도","양재","상암","하남"
"성북구","동선동2가",334,0,37.5900467,127.0197107,0.120137009,0.122031589,0.140892305,0.197632691,"여의도","양재","상암","하남"
"성북구","동선동3가",546,0,37.5941547,127.0204848,0.122875165,0.126025583,0.142221047,0.198158994,"여의도","양재","상암","하남"
"성북구","동선동4가",545,0,37.5951321,127.0188307,0.121972125,0.127185638,0.140738267,0.200038183,"여의도","양재","상암","하남"
"성북구","동선동5가",483,0,37.5963264,127.0168843,0.12096386,0.128617837,0.139014706,0.202264669,"여의도","양재","상암","하남"
"성북구","안암동1가",832,0,37.5887176,127.0222897,0.120431059,0.121751354,0.143297792,0.194775737,"양재","여의도","상암","하남"
"성북구","안암동2가",397,0,37.5868415,127.0232695,0.118470356,0.121740859,0.144075749,0.193291982,"양재","여의도","상암","하남"
"성북구","안암동3가",1014,0,37.5839528,127.0236728,0.115556929,0.120802683,0.144223725,0.192093411,"양재","여의도","상암","하남"
"성북구","안암동4가",307,0,37.5805404,127.0246072,0.112075697,0.120193421,0.144931536,0.190282919,"양재","여의도","상암","하남"
"성북구","안암동5가",649,0,37.5884384,127.0295868,0.119654682,0.128093944,0.150522179,0.187730431,"양재","여의도","상암","하남"
"성북구","보문동4가",346,0,37.5829039,127.021382,0.114744245,0.118283998,0.141860934,0.19401556,"양재","여의도","상암","하남"
"성북구","보문동5가",466,0,37.5824037,127.0201558,0.114390469,0.116962795,0.140602634,0.195066069,"양재","여의도","상암","하남"
"성북구","보문동6가",1723,0,37.5806329,127.0192949,0.112743186,0.115416305,0.13963244,0.195442188,"양재","여의도","상암","하남"
"성북구","보문동7가",302,0,37.5796096,127.0223212,0.11136744,0.11772712,0.142601004,0.192255675,"양재","여의도","상암","하남"
"성북구","보문동1가",165,0,37.5864995,127.0196089,0.118340651,0.11852241,0.140399253,0.196704505,"여의도","양재","상암","하남"
"성북구","보문동2가",628,0,37.5858496,127.0183007,0.116880497,0.118045727,0.139034607,0.197780058,"여의도","양재","상암","하남"
"성북구","보문동3가",875,0,37.584334,127.016517,0.114594705,0.116799628,0.137122452,0.199085727,"여의도","양재","상암","하남"
"성북구","정릉동",23874,2,37.6167753,126.9983569,0.119583372,0.12639186,0.152169946,0.226781538,"여의도","상암","양재","하남"
"성북구","길음동",13864,0,37.6084879,127.0223924,0.132374058,0.140110418,0.146922918,0.201400064,"여의도","양재","상암","하남"
"성북구","종암동",10599,1,37.596525,127.0332811,0.127657823,0.13514218,0.15522893,0.186883057,"양재","여의도","상암","하남"
"성북구","하월곡동",11567,0,37.6041679,127.0378885,0.135350094,0.142950791,0.161098781,0.185442199,"양재","여의도","상암","하남"
"성북구","상월곡동",2692,0,37.6060556,127.0475388,0.137839344,0.152240688,0.170931927,0.177397259,"양재","여의도","상암","하남"
"성북구","장위동",11668,0,37.6160358,127.0503365,0.148055474,0.159767982,0.175864528,0.179360007,"양재","여의도","상암","하남"
"성북구","석관동",9392,0,37.6079392,127.0611739,0.141674327,0.165106508,0.165994929,0.184674412,"양재","여의도","하남","상암"
"강북구","미아동",33107,1,37.6219876,127.0235677,0.141611269,0.151888938,0.15348147,0.20589653,"여의도","상암","양재","하남"
"강북구","번동",13755,0,37.6292269,127.036379,0.156100135,0.16037267,0.166377264,0.197958607,"여의도","양재","상암","하남"
"강북구","수유동",26714,1,37.6371315,127.007544,0.140799564,0.142980678,0.1703489,0.227047701,"여의도","상암","양재","하남"
"강북구","우이동",3273,0,37.6632405,126.9992181,0.149771144,0.156795401,0.197480966,0.247334683,"상암","여의도","양재","하남"
"도봉구","쌍문동",21148,0,37.6525541,127.0273717,0.165519105,0.167699494,0.183808387,0.217904042,"여의도","상암","양재","하남"
"도봉구","방학동",23390,0,37.6646494,127.0334847,0.178592973,0.17899949,0.195780463,0.219969719,"여의도","상암","양재","하남"
"도봉구","창동",37180,2,37.6463131,127.04338,0.172528673,0.177684035,0.179287548,0.201165518,"여의도","양재","상암","하남"
"도봉구","도봉동",15376,0,37.6852416,127.0298657,0.187487721,0.192314729,0.216413617,0.235760982,"상암","여의도","양재","하남"
"노원구","월계동",23431,0,37.6295557,127.0562532,0.162201511,0.172179297,0.181134212,0.18529431,"양재","여의도","하남","상암"
"노원구","공릉동",24075,1,37.6304774,127.0884816,0.155638946,0.170502341,0.199905575,0.216440082,"하남","양재","여의도","상암"
"노원구","하계동",14042,0,37.638495,127.071507,0.173694216,0.173890503,0.189808036,0.202590684,"양재","하남","여의도","상암"
"노원구","상계동",60162,0,37.6664734,127.0723253,0.191827093,0.201260986,0.207575986,0.214055534,"하남","양재","여의도","상암"
"노원구","중계동",31387,0,37.6508772,127.0775077,0.177312859,0.187104906,0.201885501,0.212510093,"하남","양재","여의도","상암"
"은평구","수색동",3362,0,37.5849864,126.8928476,0.017835355,0.058514864,0.182876283,0.320091834,"상암","여의도","양재","하남"
"은평구","녹번동",10321,1,37.6041196,126.9344912,0.06298191,0.075742907,0.167989121,0.283431511,"상암","여의도","양재","하남"
"은평구","불광동",17166,0,37.6191932,126.935134,0.072185219,0.090538437,0.179992423,0.287063241,"상암","여의도","양재","하남"
"은평구","갈현동",13657,0,37.6210985,126.9132641,0.058763302,0.09023019,0.194376135,0.308504208,"상암","여의도","양재","하남"
"은평구","구산동",9513,0,37.6122006,126.9088192,0.048935301,0.0815586,0.190385024,0.310320463,"상암","여의도","양재","하남"
"은평구","대조동",7108,0,37.6126506,126.9243912,0.059782673,0.082283297,0.180874169,0.295439011,"상암","여의도","양재","하남"
"은평구","응암동",19014,1,37.5926842,126.9257984,0.050059156,0.062707097,0.164516539,0.289198098,"상암","여의도","양재","하남"
"은평구","역촌동",12628,0,37.60508,126.9121446,0.045681685,0.074252807,0.182848576,0.305312088,"상암","여의도","양재","하남"
"은평구","신사동",14838,1,37.5959208,126.9074632,0.036028923,0.065485392,0.179405641,0.307803277,"상암","여의도","양재","하남"
"은평구","증산동",4899,2,37.583179,126.9061068,0.028224236,0.053067034,0.171628923,0.30671769,"상암","여의도","양재","하남"
"은평구","진관동",17980,1,37.6422519,126.934085,0.088148346,0.11296234,0.200175636,0.295916347,"상암","여의도","양재","하남"
"서대문구","충정로2가",607,0,37.5649689,126.9639845,0.059551774,0.08445632,0.118976425,0.246727518,"여의도","상암","양재","하남"
"서대문구","충정로3가",1916,0,37.5622877,126.9621679,0.056539527,0.082942493,0.117921205,0.248177808,"여의도","상암","양재","하남"
"서대문구","합동",370,0,37.5613616,126.9662486,0.059496298,0.087108283,0.11472829,0.244013692,"여의도","상암","양재","하남"
"서대문구","미근동",890,0,37.5635697,126.9673972,0.061627655,0.087989845,0.115850334,0.24315741,"여의도","상암","양재","하남"
"서대문구","냉천동",933,0,37.5674955,126.9620152,0.059468897,0.082296159,0.122178286,0.249033529,"여의도","상암","양재","하남"
"서대문구","천연동",1276,0,37.5678141,126.9597564,0.057908177,0.080021847,0.123779511,0.251314648,"여의도","상암","양재","하남"
"서대문구","옥천동",171,0,37.5692019,126.9591256,0.058325777,0.079318327,0.125268313,0.252143832,"여의도","상암","양재","하남"
"서대문구","영천동",1155,0,37.5701581,126.9583199,0.058359809,0.07847622,0.126516602,0.253085573,"여의도","상암","양재","하남"
"서대문구","현저동",1578,0,37.5741171,126.9547307,0.058612849,0.07485746,0.131837783,0.257262501,"여의도","상암","양재","하남"
"서대문구","북아현동",6840,0,37.5636974,126.9549002,0.051542358,0.075556657,0.123570211,0.255565191,"여의도","상암","양재","하남"
"서대문구","홍제동",14286,2,37.5873266,126.94728,0.064943951,0.068955537,0.146883929,0.267069555,"여의도","상암","양재","하남"
"서대문구","대현동",1300,2,37.5613992,126.9453104,0.04290272,0.06639919,0.128259792,0.264808878,"여의도","상암","양재","하남"
"서대문구","대신동",283,0,37.5646453,126.9439073,0.044346309,0.064530381,0.13157904,0.266589892,"여의도","상암","양재","하남"
"서대문구","신촌동",273,0,37.5651557,126.9433451,0.044376743,0.063910118,0.132336065,0.267211933,"여의도","상암","양재","하남"
"서대문구","봉원동",132,0,37.5726345,126.9472294,0.052649049,0.067343475,0.135346909,0.264425941,"여의도","상암","양재","하남"
"서대문구","창천동",1876,0,37.558812,126.934147,0.033773862,0.056018801,0.134484808,0.275632095,"여의도","상암","양재","하남"
"서대문구","연희동",10716,0,37.5725293,126.9312648,0.044651057,0.051379212,0.146035954,0.28018956,"여의도","상암","양재","하남"
"서대문구","홍은동",14167,0,37.5933419,126.9395751,0.063146124,0.067060599,0.156313413,0.27589845,"상암","여의도","양재","하남"
"서대문구","북가좌동",16553,0,37.5791085,126.9117177,0.032463497,0.048342429,0.164734022,0.300514376,"상암","여의도","양재","하남"
"서대문구","남가좌동",12299,1,37.5766943,126.9185075,0.038823914,0.045929257,0.158096939,0.293429709,"상암","여의도","양재","하남"
"마포구","아현동",7252,1,37.554422,126.9559626,0.047112621,0.078249697,0.115884801,0.253496408,"여의도","상암","양재","하남"
"마포구","공덕동",8013,0,37.5473874,126.9555575,0.043647189,0.079803989,0.11107934,0.253355063,"여의도","상암","양재","하남"
"마포구","신공덕동",4060,0,37.5443996,126.9556064,0.04265401,0.080848462,0.108952633,0.253133646,"여의도","상암","양재","하남"
"마포구","도화동",8649,2,37.5395606,126.9506254,0.036521075,0.078131962,0.109408314,0.257907081,"여의도","상암","양재","하남"
"마포구","용강동",2635,0,37.5412882,126.9404514,0.027356455,0.068242721,0.118406401,0.268135042,"여의도","상암","양재","하남"
"마포구","토정동",488,0,37.5388869,126.9396827,0.025804744,0.068712002,0.117569804,0.268824401,"여의도","상암","양재","하남"
"마포구","마포동",2429,0,37.536882,126.943622,0.029097075,0.073128075,0.113213649,0.264836594,"여의도","상암","양재","하남"
"마포구","대흥동",3863,1,37.5498968,126.9427567,0.033518944,0.066890271,0.122124618,0.266294973,"여의도","상암","양재","하남"
"마포구","염리동",4247,0,37.5492254,126.9472146,0.036938638,0.071315087,0.11836924,0.261801266,"여의도","상암","양재","하남"
"마포구","노고산동",1259,0,37.5540256,126.9382447,0.032691893,0.061284415,0.128239881,0.271111483,"여의도","상암","양재","하남"
"마포구","신수동",3874,1,37.5480088,126.9372619,0.027966089,0.062477027,0.125085485,0.271653668,"여의도","상암","양재","하남"
"마포구","현석동",1866,0,37.5422601,126.9345406,0.022480187,0.062576712,0.123709965,0.274079072,"여의도","상암","양재","하남"
"마포구","구수동",467,0,37.5460069,126.932338,0.022891982,0.058869378,0.127717315,0.276454388,"여의도","상암","양재","하남"
"마포구","창전동",4347,0,37.5498986,126.9290709,0.023563154,0.054227812,0.132676481,0.279948988,"여의도","상암","양재","하남"
"마포구","상수동",2456,0,37.5470257,126.9243736,0.018588131,0.051382046,0.134739678,0.284462404,"여의도","상암","양재","하남"
"마포구","하중동",553,0,37.5438506,126.9279703,0.018232244,0.056092856,0.12996912,0.280711023,"여의도","상암","양재","하남"
"마포구","신정동",568,0,37.5432644,126.9306672,0.019849177,0.058713257,0.12743264,0.277990939,"여의도","상암","양재","하남"
"마포구","당인동",308,0,37.5447269,126.9194336,0.014486992,0.048460977,0.137511939,0.289278848,"여의도","상암","양재","하남"
"마포구","서교동",6793,0,37.5536496,126.9200803,0.023289658,0.044495328,0.142108813,0.289186424,"여의도","상암","양재","하남"
"마포구","동교동",1778,0,37.5580953,126.9258049,0.029219606,0.048196122,0.140340591,0.28386501,"여의도","상암","양재","하남"
"마포구","합정동",6271,0,37.5478042,126.9079929,0.018367569,0.037570502,0.148799113,0.300861103,"여의도","상암","양재","하남"
"마포구","망원동",11394,0,37.5559402,126.8999194,0.026141967,0.029318142,0.159980327,0.309464987,"상암","여의도","양재","하남"
"마포구","연남동",4359,0,37.5626693,126.9223734,0.032592069,0.043663457,0.145903551,0.287744569,"여의도","상암","양재","하남"
"마포구","성산동",15080,0,37.5662175,126.9039248,0.02490666,0.037069613,0.162572845,0.306473956,"상암","여의도","양재","하남"
"마포구","중동",3205,0,37.5716735,126.9067456,0.026880567,0.041642216,0.163692837,0.304347994,"상암","여의도","양재","하남"
"마포구","상암동",11451,1,37.5715459,126.877877,0.002334532,0.055156748,0.186968822,0.332967602,"상암","여의도","양재","하남"
"양천구","신정동",57465,2,37.5163358,126.8530247,0.062469186,0.063805918,0.187222146,0.355687706,"상암","여의도","양재","하남"
"양천구","목동",49272,0,37.5367323,126.8764165,0.036169488,0.039170938,0.17169403,0.332027533,"상암","여의도","양재","하남"
"양천구","신월동",43592,1,37.5290519,126.8370637,0.061171583,0.078106884,0.206050935,0.371341889,"상암","여의도","양재","하남"
"강서구","염창동",15146,1,37.5559718,126.8712408,0.018861187,0.050568044,0.184714956,0.338062313,"상암","여의도","양재","하남"
"강서구","등촌동",25837,1,37.5519877,126.8527941,0.034123621,0.06582804,0.199477469,0.356208249,"상암","여의도","양재","하남"
"강서구","화곡동",67157,0,37.5421699,126.8468431,0.04501176,0.069231331,0.20112001,0.361720344,"상암","여의도","양재","하남"
"강서구","가양동",22837,1,37.567984,126.844436,0.035766947,0.079852624,0.214026631,0.365810639,"상암","여의도","양재","하남"
"강서구","마곡동",20390,0,37.574112,126.8309811,0.048924282,0.094617914,0.228791071,0.379842365,"상암","여의도","양재","하남"
"강서구","내발산동",15142,1,37.5536081,126.8346843,0.049081891,0.08361083,0.21670056,0.374382072,"상암","여의도","양재","하남"
"강서구","외발산동",1378,0,37.5495179,126.8203066,0.063943245,0.096654819,0.22852687,0.388521448,"상암","여의도","양재","하남"
"강서구","공항동",7343,0,37.5528356,126.8112163,0.071494852,0.106224777,0.238203148,0.397768062,"상암","여의도","양재","하남"
"강서구","방화동",26492,0,37.5773667,126.814752,0.065298473,0.110633752,0.244741171,0.396337507,"상암","여의도","양재","하남"
"강서구","개화동",1446,0,37.5865739,126.8031382,0.077985511,0.125089323,0.259251653,0.409017727,"상암","여의도","양재","하남"
"강서구","과해동",126,0,37.5662169,126.7883549,0.09176289,0.131623991,0.264351695,0.42149585,"상암","여의도","양재","하남"
"강서구","오곡동",45,0,37.5534112,126.7831642,0.098633239,0.1338928,0.264822671,0.425811148,"상암","여의도","양재","하남"
"강서구","오쇠동",98,0,37.5435569,126.7978763,0.087045692,0.117955022,0.247778013,0.410706711,"상암","여의도","양재","하남"
"구로구","신도림동",12740,2,37.5105874,126.8830734,0.037959959,0.062229283,0.15671132,0.325982005,"여의도","상암","양재","하남"
"구로구","구로동",55928,0,37.4937929,126.8849584,0.047828012,0.079104895,0.151239271,0.325603908,"여의도","상암","양재","하남"
"구로구","가리봉동",2813,0,37.4830168,126.887363,0.055350823,0.090029223,0.147447225,0.324641195,"여의도","상암","양재","하남"
"구로구","고척동",17248,0,37.502438,126.8586172,0.06328702,0.073444061,0.178694022,0.350967585,"여의도","상암","양재","하남"
"구로구","개봉동",26184,0,37.4946532,126.8517611,0.073013606,0.082992635,0.184182489,0.358512123,"여의도","상암","양재","하남"
"구로구","오류동",14787,2,37.4922507,126.8372029,0.086996755,0.091101973,0.198310211,0.373240649,"여의도","상암","양재","하남"
"구로구","궁동",4905,0,37.5009522,126.8286614,0.08818577,0.091521894,0.2079582,0.380945469,"상암","여의도","양재","하남"
"구로구","온수동",3432,0,37.4936808,126.8204193,0.09892348,0.101774711,0.215146088,0.389795773,"상암","여의도","양재","하남"
"구로구","천왕동",4275,0,37.4801779,126.8394452,0.091118492,0.101006312,0.195012923,0.372473752,"여의도","상암","양재","하남"
"구로구","항동",2089,0,37.4810222,126.8236562,0.104199474,0.107578009,0.210824326,0.388009356,"여의도","상암","양재","하남"
"금천구","가산동",18839,0,37.4754693,126.8842387,0.063456118,0.097363044,0.150036504,0.328926966,"여의도","상암","양재","하남"
"금천구","독산동",33383,1,37.4663645,126.8975779,0.066873205,0.107831751,0.136575084,0.317524332,"여의도","상암","양재","하남"
"금천구","시흥동",35225,0,37.4497033,126.9106965,0.081306705,0.124912735,0.126830935,0.308672847,"여의도","양재","상암","하남"
"영등포구","영등포동",4307,0,37.5134157,126.9067835,0.019371702,0.065132594,0.134912751,0.302143131,"여의도","상암","양재","하남"
"영등포구","영등포동1가",576,0,37.517729,126.9126708,0.013390323,0.064035171,0.130918063,0.296037775,"여의도","상암","양재","하남"
"영등포구","영등포동2가",1473,0,37.5208906,126.9126698,0.010300216,0.061340194,0.132131461,0.29591108,"여의도","상암","양재","하남"
"영등포구","영등포동3가",475,0,37.5181304,126.9083998,0.014432881,0.061601129,0.135035811,0.300286549,"여의도","상암","양재","하남"
"영등포구","영등포동4가",527,0,37.517862,126.9038985,0.017211927,0.059896964,0.139141869,0.304795289,"여의도","상암","양재","하남"
"영등포구","영등포동5가",521,0,37.5210399,126.9068175,0.012899572,0.058289699,0.137586958,0.301754757,"여의도","상암","양재","하남"
"영등포구","영등포동6가",526,0,37.5222528,126.9030388,0.014873588,0.055538317,0.141543725,0.305493132,"여의도","상암","양재","하남"
"영등포구","영등포동7가",3332,1,37.5242607,126.9071884,0.010358198,0.055634331,0.138500179,0.301292004,"여의도","상암","양재","하남"
"영등포구","영등포동8가",1975,0,37.5290851,126.9050149,0.010293223,0.050366411,0.142466022,0.303391924,"여의도","상암","양재","하남"
"영등포구","여의도동",22789,1,37.5284328,126.9273753,0.012470382,0.064945504,0.122246853,0.281037961,"여의도","상암","양재","하남"
"영등포구","당산동1가",1991,0,37.5214443,126.898537,0.019108689,0.054576512,0.145428741,0.310017557,"여의도","상암","양재","하남"
"영등포구","당산동2가",2118,0,37.5224645,126.8938151,0.022936666,0.052164576,0.150202003,0.314706945,"여의도","상암","양재","하남"
"영등포구","당산동3가",3662,0,37.526241,126.8974284,0.018319778,0.049693338,0.148252349,0.311011165,"여의도","상암","양재","하남"
"영등포구","당산동4가",5203,0,37.5291366,126.8991344,0.016110084,0.047658382,0.147837326,0.309271917,"여의도","상암","양재","하남"
"영등포구","당산동5가",3607,1,37.5321286,126.90101,0.014193323,0.045772296,0.147385837,0.307390216,"여의도","상암","양재","하남"
"영등포구","당산동6가",1175,0,37.5347504,126.9031693,0.012586951,0.044552687,0.146597858,0.305249611,"여의도","상암","양재","하남"
"영등포구","당산동",2392,0,37.534892,126.9024679,0.013298207,0.044068525,0.147288197,0.305952611,"여의도","상암","양재","하남"
"영등포구","도림동",5981,0,37.5082421,126.9015397,0.026420633,0.068030999,0.138312508,0.307721689,"여의도","상암","양재","하남"
"영등포구","문래동1가",453,0,37.5118742,126.8975738,0.02589232,0.063378981,0.143167584,0.311429397,"여의도","상암","양재","하남"
"영등포구","문래동2가",707,0,37.5127162,126.8935375,0.028235992,0.061551765,0.147270976,0.315407332,"여의도","상암","양재","하남"
"영등포구","문래동3가",6221,1,37.5171092,126.8959575,0.023625601,0.057900974,0.146351154,0.312761969,"여의도","상암","양재","하남"
"영등포구","문래동4가",846,0,37.5144685,126.8901537,0.029905936,0.059164269,0.151024495,0.318688186,"여의도","상암","양재","하남"
"영등포구","문래동5가",2039,0,37.5163676,126.8835197,0.034803084,0.056484401,0.1579224,0.325220636,"여의도","상암","양재","하남"
"영등포구","문래동6가",3321,0,37.5200428,126.8841712,0.032821372,0.05286616,0.158449668,0.324421919,"여의도","상암","양재","하남"
"영등포구","양평동1가",3053,0,37.5231837,126.8886735,0.027573689,0.050324462,0.155266131,0.319827589,"여의도","상암","양재","하남"
"영등포구","양평동2가",4117,0,37.5233387,126.8839345,0.032114435,0.049561929,0.159767104,0.324561276,"여의도","상암","양재","하남"
"영등포구","양평동3가",6213,0,37.5296813,126.8897889,0.025388793,0.044177919,0.156628118,0.318614031,"여의도","상암","양재","하남"
"영등포구","양평동4가",3155,0,37.536431,126.8962332,0.019711224,0.039814713,0.153557859,0.312208559,"여의도","상암","양재","하남"
"영등포구","양평동5가",3900,1,37.5389197,126.8929394,0.023617251,0.036247286,0.157612645,0.315552482,"여의도","상암","양재","하남"
"영등포구","양평동6가",1588,0,37.5427197,126.8894307,0.028309364,0.031496342,0.162455119,0.319173949,"여의도","상암","양재","하남"
"영등포구","양화동",5,0,37.5489947,126.8900753,0.025834544,0.03092803,0.164838479,0.31881712,"상암","여의도","양재","하남"
"영등포구","신길동",27418,1,37.5058261,126.9126514,0.025186044,0.074500821,0.126975602,0.296839569,"여의도","상암","양재","하남"
"영등포구","대림동",17065,0,37.4970578,126.9009236,0.036699379,0.078546924,0.13615615,0.309372245,"여의도","상암","양재","하남"
"영등포구","양평동",2,0,37.5326108,126.8899608,0.025247049,0.041369711,0.157631367,0.318441048,"여의도","상암","양재","하남"
"동작구","노량진동",8070,0,37.5115,126.9415118,0.032724483,0.086876144,0.101958069,0.267617999,"여의도","상암","양재","하남"
"동작구","상도동",31431,2,37.4996854,126.9455504,0.04356429,0.093786643,0.098224526,0.264738729,"여의도","양재","상암","하남"
"동작구","상도1동",1840,0,37.5032399,126.9498621,0.044378111,0.091007522,0.098621618,0.2600513,"여의도","양재","상암","하남"
"동작구","본동",3442,0,37.5124878,126.9551132,0.043996644,0.09025612,0.096378715,0.253980791,"여의도","양재","상암","하남"
"동작구","흑석동",8959,0,37.5052783,126.9638232,0.055000313,0.079174557,0.107684075,0.245952391,"여의도","양재","상암","하남"
"동작구","동작동",1661,0,37.4999089,126.9736767,0.066220815,0.067955977,0.118744837,0.236807307,"여의도","양재","상암","하남"
"동작구","사당동",26380,0,37.4851779,126.9717959,0.064432039,0.072789316,0.126939653,0.241049695,"양재","여의도","상암","하남"
"동작구","대방동",10838,1,37.5067515,126.9277454,0.027225722,0.081512848,0.112927814,0.281722036,"여의도","상암","양재","하남"
"동작구","신대방동",13633,0,37.4921384,126.9166599,0.038779045,0.088589681,0.119752423,0.294351007,"여의도","상암","양재","하남"
"관악구","봉천동",54485,1,37.4750363,126.9490874,0.065354628,0.085265861,0.11972414,0.265337634,"여의도","양재","상암","하남"
"관악구","신림동",61146,1,37.4630314,126.9347745,0.070637656,0.099526904,0.122668771,0.282003643,"여의도","양재","상암","하남"
"관악구","남현동",5166,0,37.4630565,126.9776244,0.05680387,0.092218697,0.146908707,0.240643261,"양재","여의도","상암","하남"
"서초구","방배동",41961,1,37.4790075,126.9959104,0.039541203,0.095989531,0.149152625,0.218819896,"양재","여의도","상암","하남"
"서초구","양재동",26459,16,37.468455,127.0362466,0.002156901,0.136244296,0.183252338,0.187944023,"양재","여의도","하남","상암"
"서초구","우면동",9373,1,37.4660631,127.0178628,0.016507589,0.121459427,0.174403244,0.201383219,"양재","여의도","상암","하남"
"서초구","원지동",168,0,37.4449934,127.049594,0.028446921,0.15954103,0.180725329,0.21241168,"양재","여의도","하남","상암"
