"자치구","동","동별총대수","수소차대수","고유번호","읍면동코드","읍면동영문명","위도","경도","여의도","양재","상암","하남"
"성동구","하왕십리동",9109,NA,6,11200102,"Hawangsimni-dong",37.5643661,127.0285933,0.118280989,0.09565647,0.148942605,0.182827347
"성동구","홍익동",1050,1,223,11200103,"Hongik-dong",37.5671038,127.0327203,0.123022741,0.098243914,0.152938006,0.179297231
"성동구","도선동",1129,NA,288,11200104,"Doseon-dong",37.5634228,127.0332231,0.122474513,0.094557149,0.153619606,0.178103297
"성동구","마장동",8274,NA,157,11200105,"Majang-dong",37.5670762,127.0407445,0.13070507,0.098428702,0.160958004,0.171436709
"성동구","사근동",1213,NA,466,11200106,"Sageun-dong",37.5589469,127.046752,0.134560958,0.090956928,0.167434685,0.164000291
"성동구","행당동",12444,1,104,11200107,"Haengdang-dong",37.5591737,127.0352497,0.123386624,0.090310641,0.155954442,0.175384239
"성동구","응봉동",4636,NA,67,11200108,"Eungbong-dong",37.5505366,127.0348586,0.1213114,0.08166985,0.156554386,0.174607284
"성동구","금호동1가",4909,NA,105,11200109,"Geumho-dong 1(il)-ga",37.5530419,127.0213783,0.108514789,0.085132336,0.142856183,0.18828441
"성동구","금호동2가",2958,NA,192,11200110,"Geumho-dong 2(i)-ga",37.5525166,127.0217884,0.108810652,0.084552166,0.143335532,0.187816903
"성동구","금호동3가",3376,NA,206,11200111,"Geumho-dong 3(sam)-ga",37.5499287,127.0195552,0.106128238,0.082358592,0.141518948,0.189763937
"성동구","금호동4가",4515,NA,186,11200112,"Geumho-dong 4(sa)-ga",37.5452026,127.0229976,0.108794431,0.077140107,0.145735936,0.185924618
"성동구","옥수동",8688,2,145,11200113,"Oksu-dong",37.5420259,127.0219996,0.107429528,0.074154786,0.145393687,0.186709814
"성동구","성수동1가",15508,NA,120,11200114,"Seongsu-dong 1(il)-ga",37.5431193,127.0416554,0.127096318,0.074629687,0.164457984,0.167164519
"성동구","성수동2가",15190,NA,121,11200115,"Seongsu-dong 2(i)-ga",37.5407489,127.0571063,0.142299376,0.075461822,0.180083718,0.151589724
"성동구","송정동",2968,NA,60,11200118,"Songjeong-dong",37.5541037,127.0621614,0.148834185,0.089724818,0.183225126,0.148010431
"성동구","용답동",8227,1,180,11200122,"Yongdap-dong",37.5624296,127.0550851,0.143446801,0.095877604,0.175501926,0.156449502
"광진구","중곡동",22241,NA,218,11215101,"Junggok-dong",37.5630636,127.0883253,0.176140001,0.108671822,0.208663552,0.124213155
"광진구","능동",2993,NA,219,11215102,"Neung-dong",37.5511328,127.0818921,0.167967596,0.095123007,0.203157868,0.128057663
"광진구","구의동",22722,NA,29,11215103,"Guui-dong",37.5436014,127.0931657,0.178470098,0.095236527,0.215260301,0.115891867
"광진구","광장동",11742,1,256,11215104,"Gwangjang-dong",37.5477291,127.1042141,0.189813684,0.105501368,0.225717504,0.105477926
"광진구","자양동",30921,1,181,11215105,"Jayang-dong",37.5323755,127.0744811,0.159339043,0.075240679,0.198736364,0.133922513
"광진구","화양동",3946,NA,313,11215107,"Hwayang-dong",37.5435023,127.0736981,0.159050111,0.084472568,0.196004288,0.135255715
"광진구","군자동",5194,NA,97,11215109,"Gunja-dong",37.5532424,127.0734923,0.159913476,0.093102591,0.194585099,0.136685287
"동대문구","신설동",1317,NA,304,11230101,"Sinseol-dong",37.5748049,127.0255929,0.11885516,0.106278338,0.145721602,0.187919877
"동대문구","용두동",8264,NA,202,11230102,"Yongdu-dong",37.5762335,127.0348716,0.128022324,0.107366061,0.155025081,0.179259629
"동대문구","제기동",6397,NA,240,11230103,"Jegi-dong",37.5847824,127.0368405,0.133091801,0.115944087,0.157416184,0.179712376
"동대문구","전농동",13128,1,1,11230104,"Jeonnong-dong",37.5802851,127.0556709,0.14895126,0.113478345,0.175946967,0.160402434
"동대문구","답십리동",18386,NA,222,11230105,"Dapsipni-dong",37.5699332,127.0551216,0.145316401,0.103220239,0.175257997,0.158079943
"동대문구","장안동",23103,NA,217,11230106,"Jangan-dong",37.5711171,127.0674265,0.157501802,0.107531978,0.187547479,0.146497493
"동대문구","청량리동",5523,NA,85,11230107,"Cheongnyangni-dong",37.5883148,127.0460899,0.142980267,0.120042074,0.166932521,0.172043709
"동대문구","회기동",2134,2,229,11230108,"Hoegi-dong",37.594437,127.0521251,0.15099976,0.126849892,0.173600934,0.168559662
"동대문구","휘경동",9862,NA,2,11230109,"Hwigyeong-dong",37.5881848,127.0643272,0.159803187,0.123076774,0.185087149,0.154908557
"동대문구","이문동",9920,NA,86,11230110,"Imun-dong",37.5994013,127.0624708,0.162473952,0.133572532,0.184521816,0.161051952
"중랑구","면목동",35838,1,21,11260101,"Myeonmok-dong",37.5819253,127.0902095,0.182348525,0.126199886,0.210524194,0.128589756
"중랑구","상봉동",13582,NA,22,11260102,"Sangbong-dong",37.6001601,127.0832212,0.181788031,0.140167886,0.205176362,0.142885108
"중랑구","중화동",12471,NA,37,11260103,"Junghwa-dong",37.600464,127.0784467,0.177501996,0.138855863,0.200487528,0.147228531
"중랑구","묵동",16834,NA,38,11260104,"Muk-dong",37.6125348,127.0803388,0.184265759,0.150913313,0.204365724,0.151671875
"중랑구","망우동",15011,NA,39,11260105,"Mangu-dong",37.6003767,127.1056492,0.202778218,0.149696386,0.227449085,0.123830879
"중랑구","신내동",19848,1,87,11260106,"Sinnae-dong",37.6102524,127.1011551,0.202230011,0.156465162,0.224427204,0.133193173
"성북구","성북동",3332,NA,360,11290101,"Seongbuk-dong",37.5963213,126.9925431,0.101347735,0.134064552,0.115099677,0.225446716
"성북구","성북동1가",400,NA,386,11290102,"Seongbuk-dong 1(il)-ga",37.5895393,127.0040328,0.106490868,0.124366078,0.125278939,0.21251248
"성북구","돈암동",12098,NA,215,11290103,"Donam-dong",37.5971818,127.0178324,0.122224173,0.129342684,0.140095879,0.201645197
"성북구","동소문동1가",283,NA,413,11290104,"Dongsomun-dong 1(il)-ga",37.5901376,127.007256,0.109518101,0.124209672,0.128553364,0.209581982
"성북구","동소문동2가",101,NA,463,11290105,"Dongsomun-dong 2(i)-ga",37.5888166,127.0081299,0.109549854,0.122732196,0.129248272,0.208374697
"성북구","동소문동3가",40,NA,431,11290106,"Dongsomun-dong 3(sam)-ga",37.5903924,127.0116169,0.113343854,0.123590183,0.132909043,0.205473508
"성북구","동소문동4가",834,NA,387,11290107,"Dongsomun-dong 4(sa)-ga",37.5918678,127.0106029,0.113269515,0.125227726,0.132109697,0.206872226
"성북구","동소문동5가",361,NA,446,11290108,"Dongsomun-dong 5(o)-ga",37.5915119,127.0150675,0.11687157,0.124114522,0.136479339,0.202501551
"성북구","동소문동6가",484,NA,447,11290109,"Dongsomun-dong 6(yuk)-ga",37.5936325,127.0140286,0.117106992,0.126371467,0.135760608,0.204131532
"성북구","동소문동7가",659,NA,459,11290110,"Dongsomun-dong 7(chil)-ga",37.5963137,127.0142973,0.118789341,0.128977644,0.136463741,0.20471183
"성북구","삼선동1가",964,NA,418,11290111,"Samseon-dong 1(il)-ga",37.5843841,127.0075165,0.10674075,0.118540228,0.128161016,0.207787208
"성북구","삼선동2가",1858,NA,426,11290112,"Samseon-dong 2(i)-ga",37.5848587,127.0118856,0.110773671,0.118102463,0.13255519,0.203690717
"성북구","삼선동3가",1156,NA,452,11290113,"Samseon-dong 3(sam)-ga",37.5867502,127.0134419,0.113057859,0.119681824,0.134289256,0.202699258
"성북구","삼선동4가",724,NA,388,11290114,"Samseon-dong 4(sa)-ga",37.5898185,127.013353,0.114528728,0.122720102,0.134555885,0.203645701
"성북구","삼선동5가",987,NA,436,11290115,"Samseon-dong 5(o)-ga",37.5885476,127.016002,0.116172101,0.121042771,0.137031397,0.200743659
"성북구","동선동1가",218,NA,454,11290116,"Dongseon-dong 1(il)-ga",37.5924569,127.0182087,0.12005012,0.124608225,0.13972159,0.199792195
"성북구","동선동2가",334,NA,200,11290117,"Dongseon-dong 2(i)-ga",37.5900467,127.0197107,0.120137009,0.122031589,0.140892305,0.197632691
"성북구","동선동3가",546,NA,335,11290118,"Dongseon-dong 3(sam)-ga",37.5941547,127.0204848,0.122875165,0.126025583,0.142221047,0.198158994
"성북구","동선동4가",545,NA,395,11290119,"Dongseon-dong 4(sa)-ga",37.5951321,127.0188307,0.121972125,0.127185638,0.140738267,0.200038183
"성북구","동선동5가",483,NA,369,11290120,"Dongseon-dong 5(o)-ga",37.5963264,127.0168843,0.12096386,0.128617837,0.139014706,0.202264669
"성북구","안암동1가",832,NA,370,11290121,"Anam-dong 1(il)-ga",37.5887176,127.0222897,0.121751354,0.120431059,0.143297792,0.194775737
"성북구","안암동2가",397,NA,415,11290122,"Anam-dong 2(i)-ga",37.5868415,127.0232695,0.121740859,0.118470356,0.144075749,0.193291982
"성북구","안암동3가",1014,NA,338,11290123,"Anam-dong 3(sam)-ga",37.5839528,127.0236728,0.120802683,0.115556929,0.144223725,0.192093411
"성북구","안암동4가",307,NA,374,11290124,"Anam-dong 4(sa)-ga",37.5805404,127.0246072,0.120193421,0.112075697,0.144931536,0.190282919
"성북구","안암동5가",649,NA,442,11290125,"Anam-dong 5(o)-ga",37.5884384,127.0295868,0.128093944,0.119654682,0.150522179,0.187730431
"성북구","보문동4가",346,NA,326,11290126,"Bomun-dong 4(sa)-ga",37.5829039,127.021382,0.118283998,0.114744245,0.141860934,0.19401556
"성북구","보문동5가",466,NA,329,11290127,"Bomun-dong 5(o)-ga",37.5824037,127.0201558,0.116962795,0.114390469,0.140602634,0.195066069
"성북구","보문동6가",1723,NA,371,11290128,"Bomun-dong 6(yuk)-ga",37.5806329,127.0192949,0.115416305,0.112743186,0.13963244,0.195442188
"성북구","보문동7가",302,NA,372,11290129,"Bomun-dong 7(chil)-ga",37.5796096,127.0223212,0.11772712,0.11136744,0.142601004,0.192255675
"성북구","보문동1가",165,NA,375,11290130,"Bomun-dong 1(il)-ga",37.5864995,127.0196089,0.118340651,0.11852241,0.140399253,0.196704505
"성북구","보문동2가",628,NA,290,11290131,"Bomun-dong 2(i)-ga",37.5858496,127.0183007,0.116880497,0.118045727,0.139034607,0.197780058
"성북구","보문동3가",875,NA,373,11290132,"Bomun-dong 3(sam)-ga",37.584334,127.016517,0.114594705,0.116799628,0.137122452,0.199085727
"성북구","정릉동",23874,2,302,11290133,"Jeongneung-dong",37.6167753,126.9983569,0.119583372,0.152169946,0.12639186,0.226781538
"성북구","길음동",13864,NA,432,11290134,"Gireum-dong",37.6084879,127.0223924,0.132374058,0.140110418,0.146922918,0.201400064
"성북구","종암동",10599,1,419,11290135,"Jongam-dong",37.596525,127.0332811,0.13514218,0.127657823,0.15522893,0.186883057
"성북구","하월곡동",11567,NA,461,11290136,"Hawolgok-dong",37.6041679,127.0378885,0.142950791,0.135350094,0.161098781,0.185442199
"성북구","상월곡동",2692,NA,462,11290137,"Sangwolgok-dong",37.6060556,127.0475388,0.152240688,0.137839344,0.170931927,0.177397259
"성북구","장위동",11668,NA,380,11290138,"Jangwi-dong",37.6160358,127.0503365,0.159767982,0.148055474,0.175864528,0.179360007
"성북구","석관동",9392,NA,345,11290139,"Seokgwan-dong",37.6079392,127.0611739,0.165106508,0.141674327,0.184674412,0.165994929
"강북구","미아동",33107,1,7,11305101,"Mia-dong",37.6219876,127.0235677,0.141611269,0.15348147,0.151888938,0.20589653
"강북구","번동",13755,NA,159,11305102,"Beon-dong",37.6292269,127.036379,0.156100135,0.16037267,0.166377264,0.197958607
"강북구","수유동",26714,1,467,11305103,"Suyu-dong",37.6371315,127.007544,0.140799564,0.1703489,0.142980678,0.227047701
"강북구","우이동",3273,NA,83,11305104,"Ui-dong",37.6632405,126.9992181,0.156795401,0.197480966,0.149771144,0.247334683
"도봉구","쌍문동",21148,NA,144,11320105,"Ssangmun-dong",37.6525541,127.0273717,0.165519105,0.183808387,0.167699494,0.217904042
"도봉구","방학동",23390,NA,122,11320106,"Banghak-dong",37.6646494,127.0334847,0.178592973,0.195780463,0.17899949,0.219969719
"도봉구","창동",37180,2,3,11320107,"Chang-dong",37.6463131,127.04338,0.172528673,0.177684035,0.179287548,0.201165518
"도봉구","도봉동",15376,NA,59,11320108,"Dobong-dong",37.6852416,127.0298657,0.192314729,0.216413617,0.187487721,0.235760982
"노원구","월계동",23431,NA,123,11350102,"Wolgye-dong",37.6295557,127.0562532,0.172179297,0.162201511,0.18529431,0.181134212
"노원구","공릉동",24075,1,30,11350103,"Gongneung-dong",37.6304774,127.0884816,0.199905575,0.170502341,0.216440082,0.155638946
"노원구","하계동",14042,NA,280,11350104,"Hagye-dong",37.638495,127.071507,0.189808036,0.173694216,0.202590684,0.173890503
"노원구","상계동",60162,NA,220,11350105,"Sanggye-dong",37.6664734,127.0723253,0.207575986,0.201260986,0.214055534,0.191827093
"노원구","중계동",31387,NA,257,11350106,"Junggye-dong",37.6508772,127.0775077,0.201885501,0.187104906,0.212510093,0.177312859
"은평구","수색동",3362,NA,412,11380101,"Susaek-dong",37.5849864,126.8928476,0.058514864,0.182876283,0.017835355,0.320091834
"은평구","녹번동",10321,1,450,11380102,"Nokbeon-dong",37.6041196,126.9344912,0.075742907,0.167989121,0.06298191,0.283431511
"은평구","불광동",17166,NA,451,11380103,"Bulgwang-dong",37.6191932,126.935134,0.090538437,0.179992423,0.072185219,0.287063241
"은평구","갈현동",13657,NA,448,11380104,"Galhyeon-dong",37.6210985,126.9132641,0.09023019,0.194376135,0.058763302,0.308504208
"은평구","구산동",9513,NA,456,11380105,"Gusan-dong",37.6122006,126.9088192,0.0815586,0.190385024,0.048935301,0.310320463
"은평구","대조동",7108,NA,385,11380106,"Daejo-dong",37.6126506,126.9243912,0.082283297,0.180874169,0.059782673,0.295439011
"은평구","응암동",19014,1,341,11380107,"Eungam-dong",37.5926842,126.9257984,0.062707097,0.164516539,0.050059156,0.289198098
"은평구","역촌동",12628,NA,457,11380108,"Yeokchon-dong",37.60508,126.9121446,0.074252807,0.182848576,0.045681685,0.305312088
"은평구","신사동",14838,1,458,11380109,"Sinsa-dong",37.5959208,126.9074632,0.065485392,0.179405641,0.036028923,0.307803277
"은평구","증산동",4899,2,455,11380110,"Jeungsan-dong",37.583179,126.9061068,0.053067034,0.171628923,0.028224236,0.30671769
"은평구","진관동",17980,1,444,11380114,"Jingwan-dong",37.6422519,126.934085,0.11296234,0.200175636,0.088148346,0.295916347
"서대문구","충정로2가",607,NA,66,11410101,"Chungjeongno 2(i)-ga",37.5649689,126.9639845,0.059551774,0.118976425,0.08445632,0.246727518
"서대문구","충정로3가",1916,NA,20,11410102,"Chungjeongno 3(sam)-ga",37.5622877,126.9621679,0.056539527,0.117921205,0.082942493,0.248177808
"서대문구","합동",370,NA,119,11410103,"Hap-dong",37.5613616,126.9662486,0.059496298,0.11472829,0.087108283,0.244013692
"서대문구","미근동",890,NA,47,11410104,"Migeun-dong",37.5635697,126.9673972,0.061627655,0.115850334,0.087989845,0.24315741
"서대문구","냉천동",933,NA,40,11410105,"Naengcheon-dong",37.5674955,126.9620152,0.059468897,0.122178286,0.082296159,0.249033529
"서대문구","천연동",1276,NA,72,11410106,"Cheonyeon-dong",37.5678141,126.9597564,0.057908177,0.123779511,0.080021847,0.251314648
"서대문구","옥천동",171,NA,305,11410107,"Okcheon-dong",37.5692019,126.9591256,0.058325777,0.125268313,0.079318327,0.252143832
"서대문구","영천동",1155,NA,43,11410108,"Yeongcheon-dong",37.5701581,126.9583199,0.058359809,0.126516602,0.07847622,0.253085573
"서대문구","현저동",1578,NA,64,11410109,"Hyeonjeo-dong",37.5741171,126.9547307,0.058612849,0.131837783,0.07485746,0.257262501
"서대문구","북아현동",6840,NA,49,11410110,"Bugahyeon-dong",37.5636974,126.9549002,0.051542358,0.123570211,0.075556657,0.255565191
"서대문구","홍제동",14286,2,50,11410111,"Hongje-dong",37.5873266,126.94728,0.064943951,0.146883929,0.068955537,0.267069555
"서대문구","대현동",1300,2,65,11410112,"Daehyeon-dong",37.5613992,126.9453104,0.04290272,0.128259792,0.06639919,0.264808878
"서대문구","대신동",283,NA,308,11410113,"Daesin-dong",37.5646453,126.9439073,0.044346309,0.13157904,0.064530381,0.266589892
"서대문구","신촌동",273,NA,365,11410114,"Sinchon-dong",37.5651557,126.9433451,0.044376743,0.132336065,0.063910118,0.267211933
"서대문구","봉원동",132,NA,261,11410115,"Bongwon-dong",37.5726345,126.9472294,0.052649049,0.135346909,0.067343475,0.264425941
"서대문구","창천동",1876,NA,460,11410116,"Changcheon-dong",37.558812,126.934147,0.033773862,0.134484808,0.056018801,0.275632095
"서대문구","연희동",10716,NA,366,11410117,"Yeonhui-dong",37.5725293,126.9312648,0.044651057,0.146035954,0.051379212,0.28018956
"서대문구","홍은동",14167,NA,244,11410118,"Hongeun-dong",37.5933419,126.9395751,0.067060599,0.156313413,0.063146124,0.27589845
"서대문구","북가좌동",16553,NA,293,11410119,"Bukgajwa-dong",37.5791085,126.9117177,0.048342429,0.164734022,0.032463497,0.300514376
"서대문구","남가좌동",12299,1,246,11410120,"Namgajwa-dong",37.5766943,126.9185075,0.045929257,0.158096939,0.038823914,0.293429709
"마포구","아현동",7252,1,350,11440101,"Ahyeon-dong",37.554422,126.9559626,0.047112621,0.115884801,0.078249697,0.253496408
"마포구","공덕동",8013,NA,353,11440102,"Gongdeok-dong",37.5473874,126.9555575,0.043647189,0.11107934,0.079803989,0.253355063
"마포구","신공덕동",4060,NA,323,11440103,"Singongdeok-dong",37.5443996,126.9556064,0.04265401,0.108952633,0.080848462,0.253133646
"마포구","도화동",8649,2,324,11440104,"Dohwa-dong",37.5395606,126.9506254,0.036521075,0.109408314,0.078131962,0.257907081
"마포구","용강동",2635,NA,208,11440105,"Yonggang-dong",37.5412882,126.9404514,0.027356455,0.118406401,0.068242721,0.268135042
"마포구","토정동",488,NA,266,11440106,"Tojeong-dong",37.5388869,126.9396827,0.025804744,0.117569804,0.068712002,0.268824401
"마포구","마포동",2429,NA,98,11440107,"Mapo-dong",37.536882,126.943622,0.029097075,0.113213649,0.073128075,0.264836594
"마포구","대흥동",3863,1,427,11440108,"Daeheung-dong",37.5498968,126.9427567,0.033518944,0.122124618,0.066890271,0.266294973
"마포구","염리동",4247,NA,354,11440109,"Yeomni-dong",37.5492254,126.9472146,0.036938638,0.11836924,0.071315087,0.261801266
"마포구","노고산동",1259,NA,368,11440110,"Nogosan-dong",37.5540256,126.9382447,0.032691893,0.128239881,0.061284415,0.271111483
"마포구","신수동",3874,1,398,11440111,"Sinsu-dong",37.5480088,126.9372619,0.027966089,0.125085485,0.062477027,0.271653668
"마포구","현석동",1866,NA,209,11440112,"Hyeonseok-dong",37.5422601,126.9345406,0.022480187,0.123709965,0.062576712,0.274079072
"마포구","구수동",467,NA,336,11440113,"Gusu-dong",37.5460069,126.932338,0.022891982,0.127717315,0.058869378,0.276454388
"마포구","창전동",4347,NA,364,11440114,"Changjeon-dong",37.5498986,126.9290709,0.023563154,0.132676481,0.054227812,0.279948988
"마포구","상수동",2456,NA,391,11440115,"Sangsu-dong",37.5470257,126.9243736,0.018588131,0.134739678,0.051382046,0.284462404
"마포구","하중동",553,NA,318,11440116,"Hajung-dong",37.5438506,126.9279703,0.018232244,0.12996912,0.056092856,0.280711023
"마포구","신정동",568,NA,332,11440117,"Sinjeong-dong",37.5432644,126.9306672,0.019849177,0.12743264,0.058713257,0.277990939
"마포구","당인동",308,NA,271,11440118,"Dangin-dong",37.5447269,126.9194336,0.014486992,0.137511939,0.048460977,0.289278848
"마포구","서교동",6793,NA,359,11440120,"Seogyo-dong",37.5536496,126.9200803,0.023289658,0.142108813,0.044495328,0.289186424
"마포구","동교동",1778,NA,408,11440121,"Donggyo-dong",37.5580953,126.9258049,0.029219606,0.140340591,0.048196122,0.28386501
"마포구","합정동",6271,NA,409,11440122,"Hapjeong-dong",37.5478042,126.9079929,0.018367569,0.148799113,0.037570502,0.300861103
"마포구","망원동",11394,NA,314,11440123,"Mangwon-dong",37.5559402,126.8999194,0.029318142,0.159980327,0.026141967,0.309464987
"마포구","연남동",4359,NA,407,11440124,"Yeonnam-dong",37.5626693,126.9223734,0.032592069,0.145903551,0.043663457,0.287744569
"마포구","성산동",15080,NA,330,11440125,"Seongsan-dong",37.5662175,126.9039248,0.037069613,0.162572845,0.02490666,0.306473956
"마포구","중동",3205,NA,404,11440126,"Jung-dong",37.5716735,126.9067456,0.041642216,0.163692837,0.026880567,0.304347994
"마포구","상암동",11451,1,421,11440127,"Sangam-dong",37.5715459,126.877877,0.055156748,0.186968822,0.002334532,0.332967602
"양천구","신정동",57465,2,101,11470101,"Sinjeong-dong",37.5163358,126.8530247,0.063805918,0.187222146,0.062469186,0.355687706
"양천구","목동",49272,NA,102,11470102,"Mok-dong",37.5367323,126.8764165,0.039170938,0.17169403,0.036169488,0.332027533
"양천구","신월동",43592,1,422,11470103,"Sinwol-dong",37.5290519,126.8370637,0.078106884,0.206050935,0.061171583,0.371341889
"강서구","염창동",15146,1,416,11500101,"Yeomchang-dong",37.5559718,126.8712408,0.050568044,0.184714956,0.018861187,0.338062313
"강서구","등촌동",25837,1,346,11500102,"Deungchon-dong",37.5519877,126.8527941,0.06582804,0.199477469,0.034123621,0.356208249
"강서구","화곡동",67157,NA,439,11500103,"Hwagok-dong",37.5421699,126.8468431,0.069231331,0.20112001,0.04501176,0.361720344
"강서구","가양동",22837,1,381,11500104,"Gayang-dong",37.567984,126.844436,0.079852624,0.214026631,0.035766947,0.365810639
"강서구","마곡동",20390,NA,303,11500105,"Magok-dong",37.574112,126.8309811,0.094617914,0.228791071,0.048924282,0.379842365
"강서구","내발산동",15142,1,437,11500106,"Naebalsan-dong",37.5536081,126.8346843,0.08361083,0.21670056,0.049081891,0.374382072
"강서구","외발산동",1378,NA,434,11500107,"Oebalsan-dong",37.5495179,126.8203066,0.096654819,0.22852687,0.063943245,0.388521448
"강서구","공항동",7343,NA,298,11500108,"Gonghang-dong",37.5528356,126.8112163,0.106224777,0.238203148,0.071494852,0.397768062
"강서구","방화동",26492,NA,299,11500109,"Banghwa-dong",37.5773667,126.814752,0.110633752,0.244741171,0.065298473,0.396337507
"강서구","개화동",1446,NA,300,11500110,"Gaehwa-dong",37.5865739,126.8031382,0.125089323,0.259251653,0.077985511,0.409017727
"강서구","과해동",126,NA,384,11500111,"Gwahae-dong",37.5662169,126.7883549,0.131623991,0.264351695,0.09176289,0.42149585
"강서구","오곡동",45,NA,216,11500112,"Ogok-dong",37.5534112,126.7831642,0.1338928,0.264822671,0.098633239,0.425811148
"강서구","오쇠동",98,NA,445,11500113,"Osoe-dong",37.5435569,126.7978763,0.117955022,0.247778013,0.087045692,0.410706711
"구로구","신도림동",12740,2,226,11530101,"Sindorim-dong",37.5105874,126.8830734,0.037959959,0.15671132,0.062229283,0.325982005
"구로구","구로동",55928,NA,286,11530102,"Guro-dong",37.4937929,126.8849584,0.047828012,0.151239271,0.079104895,0.325603908
"구로구","가리봉동",2813,NA,228,11530103,"Garibong-dong",37.4830168,126.887363,0.055350823,0.147447225,0.090029223,0.324641195
"구로구","고척동",17248,NA,232,11530106,"Gocheok-dong",37.502438,126.8586172,0.06328702,0.178694022,0.073444061,0.350967585
"구로구","개봉동",26184,NA,377,11530107,"Gaebong-dong",37.4946532,126.8517611,0.073013606,0.184182489,0.082992635,0.358512123
"구로구","오류동",14787,2,233,11530108,"Oryu-dong",37.4922507,126.8372029,0.086996755,0.198310211,0.091101973,0.373240649
"구로구","궁동",4905,NA,417,11530109,"Gung-dong",37.5009522,126.8286614,0.091521894,0.2079582,0.08818577,0.380945469
"구로구","온수동",3432,NA,449,11530110,"Onsu-dong",37.4936808,126.8204193,0.101774711,0.215146088,0.09892348,0.389795773
"구로구","천왕동",4275,NA,278,11530111,"Cheonwang-dong",37.4801779,126.8394452,0.091118492,0.195012923,0.101006312,0.372473752
"구로구","항동",2089,NA,237,11530112,"Hang-dong",37.4810222,126.8236562,0.104199474,0.210824326,0.107578009,0.388009356
"금천구","가산동",18839,NA,238,11545101,"Gasan-dong",37.4754693,126.8842387,0.063456118,0.150036504,0.097363044,0.328926966
"금천구","독산동",33383,1,378,11545102,"Doksan-dong",37.4663645,126.8975779,0.066873205,0.136575084,0.107831751,0.317524332
"금천구","시흥동",35225,NA,291,11545103,"Siheung-dong",37.4497033,126.9106965,0.081306705,0.124912735,0.126830935,0.308672847
"영등포구","영등포동",4307,NA,340,11560101,"Yeongdeungpo-dong",37.5134157,126.9067835,0.019371702,0.134912751,0.065132594,0.302143131
"영등포구","영등포동1가",576,NA,420,11560102,"Yeongdeungpo-dong 1(il)-ga",37.517729,126.9126708,0.013390323,0.130918063,0.064035171,0.296037775
"영등포구","영등포동2가",1473,NA,390,11560103,"Yeongdeungpo-dong 2(i)-ga",37.5208906,126.9126698,0.010300216,0.132131461,0.061340194,0.29591108
"영등포구","영등포동3가",475,NA,322,11560104,"Yeongdeungpo-dong 3(sam)-ga",37.5181304,126.9083998,0.014432881,0.135035811,0.061601129,0.300286549
"영등포구","영등포동4가",527,NA,405,11560105,"Yeongdeungpo-dong 4(sa)-ga",37.517862,126.9038985,0.017211927,0.139141869,0.059896964,0.304795289
"영등포구","영등포동5가",521,NA,319,11560106,"Yeongdeungpo-dong 5(o)-ga",37.5210399,126.9068175,0.012899572,0.137586958,0.058289699,0.301754757
"영등포구","영등포동6가",526,NA,401,11560107,"Yeongdeungpo-dong 6(yuk)-ga",37.5222528,126.9030388,0.014873588,0.141543725,0.055538317,0.305493132
"영등포구","영등포동7가",3332,1,402,11560108,"Yeongdeungpo-dong 7(chil)-ga",37.5242607,126.9071884,0.010358198,0.138500179,0.055634331,0.301292004
"영등포구","영등포동8가",1975,NA,348,11560109,"Yeongdeungpo-dong 8(pal)-ga",37.5290851,126.9050149,0.010293223,0.142466022,0.050366411,0.303391924
"영등포구","여의도동",22789,1,410,11560110,"Yeouido-dong",37.5284328,126.9273753,0.012470382,0.122246853,0.064945504,0.281037961
"영등포구","당산동1가",1991,NA,423,11560111,"Dangsan-dong 1(il)-ga",37.5214443,126.898537,0.019108689,0.145428741,0.054576512,0.310017557
"영등포구","당산동2가",2118,NA,349,11560112,"Dangsan-dong 2(i)-ga",37.5224645,126.8938151,0.022936666,0.150202003,0.052164576,0.314706945
"영등포구","당산동3가",3662,NA,285,11560113,"Dangsan-dong 3(sam)-ga",37.526241,126.8974284,0.018319778,0.148252349,0.049693338,0.311011165
"영등포구","당산동4가",5203,NA,433,11560114,"Dangsan-dong 4(sa)-ga",37.5291366,126.8991344,0.016110084,0.147837326,0.047658382,0.309271917
"영등포구","당산동5가",3607,1,400,11560115,"Dangsan-dong 5(o)-ga",37.5321286,126.90101,0.014193323,0.147385837,0.045772296,0.307390216
"영등포구","당산동6가",1175,NA,333,11560116,"Dangsan-dong 6(yuk)-ga",37.5347504,126.9031693,0.012586951,0.146597858,0.044552687,0.305249611
"영등포구","당산동",2392,NA,292,11560117,"Dangsan-dong",37.534892,126.9024679,0.013298207,0.147288197,0.044068525,0.305952611
"영등포구","도림동",5981,NA,357,11560118,"Dorim-dong",37.5082421,126.9015397,0.026420633,0.138312508,0.068030999,0.307721689
"영등포구","문래동1가",453,NA,399,11560119,"Mullae-dong 1(il)-ga",37.5118742,126.8975738,0.02589232,0.143167584,0.063378981,0.311429397
"영등포구","문래동2가",707,NA,320,11560120,"Mullae-dong 2(i)-ga",37.5127162,126.8935375,0.028235992,0.147270976,0.061551765,0.315407332
"영등포구","문래동3가",6221,1,429,11560121,"Mullae-dong 3(sam)-ga",37.5171092,126.8959575,0.023625601,0.146351154,0.057900974,0.312761969
"영등포구","문래동4가",846,NA,184,11560122,"Mullae-dong 4(sa)-ga",37.5144685,126.8901537,0.029905936,0.151024495,0.059164269,0.318688186
