고유번호,읍면동코드,읍면동명,읍면동영문명,위도,경도,여의도,양재,상암,하남
229,11230108,회기동,Hoegi-dong,37.594437,127.0521251,0.15099976,0.126849892,0.173600934,0.168559662
230,11110119,세종로,Sejongno,37.5794898,126.9770085,0.078668499,0.124497413,0.097357112,0.236362627
231,11170109,청파동1가,Cheongpa-dong 1(il)-ga,37.5488937,126.9671721,0.05505096,0.104341521,0.090483539,0.241870262
232,11530106,고척동,Gocheok-dong,37.502438,126.8586172,0.06328702,0.178694022,0.073444061,0.350967585
233,11530108,오류동,Oryu-dong,37.4922507,126.8372029,0.086996755,0.198310211,0.091101973,0.373240649
234,11680111,세곡동,Segok-dong,37.4644483,127.1066379,0.202687524,0.072642598,0.251281582,0.121736023
235,11680112,자곡동,Jagok-dong,37.4766387,127.1001169,0.192759204,0.066442634,0.240283475,0.121280405
237,11530112,항동,Hang-dong,37.4810222,126.8236562,0.104199474,0.210824326,0.107578009,0.388009356
238,11545101,가산동,Gasan-dong,37.4754693,126.8842387,0.063456118,0.150036504,0.097363044,0.328926966
240,11230103,제기동,Jegi-dong,37.5847824,127.0368405,0.133091801,0.115944087,0.157416184,0.179712376
223,11200103,홍익동,Hongik-dong,37.5671038,127.0327203,0.123022741,0.098243914,0.152938006,0.179297231
224,11110180,교북동,Gyobuk-dong,37.5714262,126.9613042,0.061430026,0.125783033,0.081428719,0.250337457
225,11170110,청파동2가,Cheongpa-dong 2(i)-ga,37.5462385,126.9666851,0.053773669,0.102638683,0.090753227,0.242177301
236,11110113,필운동,Pirun-dong,37.5768799,126.967704,0.069837546,0.12680123,0.087915763,0.244979373
226,11530101,신도림동,Sindorim-dong,37.5105874,126.8830734,0.037959959,0.15671132,0.062229283,0.325982005
228,11530103,가리봉동,Garibong-dong,37.4830168,126.887363,0.055350823,0.147447225,0.090029223,0.324641195
242,11140174,만리동2가,Malli-dong 2(i)-ga,37.5542553,126.9643231,0.054443758,0.110288951,0.086435659,0.245156368
241,11110184,부암동,Buam-dong,37.5934957,126.9672852,0.081473354,0.141420622,0.089831102,0.249015359
243,11560127,양평동3가,Yangpyeong-dong 3(sam)-ga,37.5296813,126.8897889,0.025388793,0.156628118,0.044177919,0.318614031
248,11140143,장충동1가,Jangchung-dong 1(il)-ga,37.5610374,127.0076398,0.097280699,0.095898698,0.128288219,0.20295495
244,11410118,홍은동,Hongeun-dong,37.5933419,126.9395751,0.067060599,0.156313413,0.063146124,0.27589845
245,11710108,문정동,Munjeong-dong,37.4856663,127.1237432,0.213439786,0.091173688,0.258934919,0.096154848
249,11140145,광희동1가,Gwanghui-dong 1(il)-ga,37.5650378,127.0051836,0.096293499,0.100429776,0.125533802,0.206002836
246,11410120,남가좌동,Namgajwa-dong,37.5766943,126.9185075,0.045929257,0.158096939,0.038823914,0.293429709
250,11140146,광희동2가,Gwanghui-dong 2(i)-ga,37.5639442,127.0083467,0.098886418,0.098508284,0.128761134,0.202704016
251,11110160,연지동,Yeonji-dong,37.5737459,127.0001194,0.095167056,0.110252779,0.12023765,0.21256788
253,11110163,종로5가,Jongno 5(o)-ga,37.5707296,127.0033502,0.096782254,0.106408525,0.123480486,0.208812222
254,11110164,종로6가,Jongno 6(yuk)-ga,37.5722418,127.0072739,0.100980859,0.10680346,0.127388855,0.205257122
255,11110147,재동,Jae-dong,37.5781586,126.9852528,0.084552069,0.119720419,0.105506294,0.22802046
256,11215104,광장동,Gwangjang-dong,37.5477291,127.1042141,0.189813684,0.105501368,0.225717504,0.105477926
261,11410115,봉원동,Bongwon-dong,37.5726345,126.9472294,0.052649049,0.135346909,0.067343475,0.264425941
257,11350106,중계동,Junggye-dong,37.6508772,127.0775077,0.201885501,0.187104906,0.212510093,0.177312859
258,11110181,행촌동,Haengchon-dong,37.5744857,126.9626521,0.064477158,0.127529472,0.082784614,0.249518845
259,11110185,홍지동,Hongji-dong,37.6005798,126.956785,0.081181916,0.152740697,0.081785018,0.260987136
262,11110110,누하동,Nuha-dong,37.5793623,126.9680055,0.071718668,0.128767224,0.088368362,0.245158074
263,11140147,쌍림동,Ssangnim-dong,37.5637681,127.0045496,0.095255279,0.099401456,0.124985673,0.206424549
264,11140148,을지로6가,Euljiro 6(yuk)-ga,37.567505,127.0070795,0.098954644,0.102277039,0.127300979,0.204555497
265,11140151,을지로5가,Euljiro 5(o)-ga,37.5668186,127.0021802,0.094156454,0.103027753,0.122437229,0.209261375
266,11440106,토정동,Tojeong-dong,37.5388869,126.9396827,0.025804744,0.117569804,0.068712002,0.268824401
267,11140153,방산동,Bangsan-dong,37.5685483,127.0031304,0.095702795,0.104387445,0.123315492,0.208627221
268,11140154,오장동,Ojang-dong,37.5644435,127.0010469,0.092219417,0.101137458,0.121444278,0.209989935
269,11110186,신영동,Sinyeong-dong,37.6030533,126.9618054,0.085933987,0.152433611,0.087349799,0.256830892
270,11170104,갈월동,Garwol-dong,37.5449357,126.9730564,0.059586952,0.097549861,0.097229237,0.235739379
271,11440118,당인동,Dangin-dong,37.5447269,126.9194336,0.014486992,0.137511939,0.048460977,0.289278848
272,11110166,연건동,Yeongeon-dong,37.5784882,126.9996742,0.097006641,0.114905839,0.119926278,0.214000391
274,11110177,평동,Pyeong-dong,37.5676735,126.9668353,0.063440103,0.11954375,0.087096496,0.244292187
275,11110179,홍파동,Hongpa-dong,37.5711594,126.9641514,0.063427288,0.123935975,0.084280129,0.24748441
276,11140165,황학동,Hwanghak-dong,37.5685914,127.0204705,0.111866728,0.100652569,0.140645551,0.191599728
290,11290131,보문동2가,Bomun-dong 2(i)-ga,37.5858496,127.0183007,0.116880497,0.118045727,0.139034607,0.197780058
299,11500109,방화동,Banghwa-dong,37.5773667,126.814752,0.110633752,0.244741171,0.065298473,0.396337507
300,11500110,개화동,Gaehwa-dong,37.5865739,126.8031382,0.125089323,0.259251653,0.077985511,0.409017727
301,11560134,양평동,Yangpyeong-dong,37.5326108,126.8899608,0.025247049,0.157631367,0.041369711,0.318441048
302,11290133,정릉동,Jeongneung-dong,37.6167753,126.9983569,0.119583372,0.152169946,0.12639186,0.226781538
303,11500105,마곡동,Magok-dong,37.574112,126.8309811,0.094617914,0.228791071,0.048924282,0.379842365
311,11140160,인현동1가,Inhyeon-dong 1(il)-ga,37.5645365,126.9945521,0.086238471,0.103530138,0.114958818,0.21641986
318,11440116,하중동,Hajung-dong,37.5438506,126.9279703,0.018232244,0.12996912,0.056092856,0.280711023
319,11560106,영등포동5가,Yeongdeungpo-dong 5(o)-ga,37.5210399,126.9068175,0.012899572,0.137586958,0.058289699,0.301754757
326,11290126,보문동4가,Bomun-dong 4(sa)-ga,37.5829039,127.021382,0.118283998,0.114744245,0.141860934,0.19401556
329,11290127,보문동5가,Bomun-dong 5(o)-ga,37.5824037,127.0201558,0.116962795,0.114390469,0.140602634,0.195066069
330,11440125,성산동,Seongsan-dong,37.5662175,126.9039248,0.037069613,0.162572845,0.02490666,0.306473956
331,11620102,신림동,Sillim-dong,37.4630314,126.9347745,0.070637656,0.099526904,0.122668771,0.282003643
372,11290129,보문동7가,Bomun-dong 7(chil)-ga,37.5796096,127.0223212,0.11772712,0.11136744,0.142601004,0.192255675
375,11290130,보문동1가,Bomun-dong 1(il)-ga,37.5864995,127.0196089,0.118340651,0.11852241,0.140399253,0.196704505
377,11530107,개봉동,Gaebong-dong,37.4946532,126.8517611,0.073013606,0.184182489,0.082992635,0.358512123
378,11545102,독산동,Doksan-dong,37.4663645,126.8975779,0.066873205,0.136575084,0.107831751,0.317524332
379,11590102,상도동,Sangdo-dong,37.4996854,126.9455504,0.04356429,0.093786643,0.098224526,0.264738729
380,11290138,장위동,Jangwi-dong,37.6160358,127.0503365,0.159767982,0.148055474,0.175864528,0.179360007
381,11500104,가양동,Gayang-dong,37.567984,126.844436,0.079852624,0.214026631,0.035766947,0.365810639
383,11620101,봉천동,Bongcheon-dong,37.4750363,126.9490874,0.065354628,0.085265861,0.11972414,0.265337634
384,11500111,과해동,Gwahae-dong,37.5662169,126.7883549,0.131623991,0.264351695,0.09176289,0.42149585
386,11290102,성북동1가,Seongbuk-dong 1(il)-ga,37.5895393,127.0040328,0.106490868,0.124366078,0.125278939,0.21251248
393,11680105,삼성동,Samseong-dong,37.5147968,127.0550895,0.140862594,0.050483379,0.184534824,0.154191347
304,11230101,신설동,Sinseol-dong,37.5748049,127.0255929,0.11885516,0.106278338,0.145721602,0.187919877
305,11410107,옥천동,Okcheon-dong,37.5692019,126.9591256,0.058325777,0.125268313,0.079318327,0.252143832
306,11170103,용산동4가,Yongsan-dong 4(sa)-ga,37.5305892,126.9858834,0.070735031,0.078338969,0.114068915,0.222516623
307,11170106,용산동1가,Yongsan-dong 1(il)-ga,37.5402662,126.976971,0.062529276,0.091458016,0.102370505,0.23160302
308,11410113,대신동,Daesin-dong,37.5646453,126.9439073,0.044346309,0.13157904,0.064530381,0.266589892
309,11680103,개포동,Gaepo-dong,37.4824461,127.0627322,0.155330031,0.031660643,0.20392356,0.153629437
310,11140155,을지로3가,Euljiro 3(sam)-ga,37.5665987,126.9924032,0.085108551,0.106263939,0.112684402,0.218866915
312,11170133,서빙고동,Seobinggo-dong,37.5191265,126.991401,0.077153745,0.065965773,0.123731429,0.217337183
313,11215107,화양동,Hwayang-dong,37.5435023,127.0736981,0.159050111,0.084472568,0.196004288,0.135255715
336,11440113,구수동,Gusu-dong,37.5460069,126.932338,0.022891982,0.127717315,0.058869378,0.276454388
347,11710103,풍납동,Pungnap-dong,37.5335451,127.1132241,0.198092921,0.102170178,0.236606249,0.095202232
349,11560112,당산동2가,Dangsan-dong 2(i)-ga,37.5224645,126.8938151,0.022936666,0.150202003,0.052164576,0.314706945
361,11710114,마천동,Macheon-dong,37.497466,127.151561,0.238762777,0.120862612,0.281909078,0.066127627
367,11740105,길동,Gil-dong,37.5397058,127.1470066,0.232025215,0.133262288,0.269154868,0.06197008
277,11140166,서소문동,Seosomun-dong,37.5629167,126.9739582,0.066965361,0.111648678,0.094583179,0.236567923
278,11530111,천왕동,Cheonwang-dong,37.4801779,126.8394452,0.091118492,0.195012923,0.101006312,0.372473752
280,11350104,하계동,Hagye-dong,37.638495,127.071507,0.189808036,0.173694216,0.202590684,0.173890503
281,11170108,서계동,Seogye-dong,37.5526054,126.9665239,0.05577657,0.107620639,0.088945638,0.242814784
282,11110187,무악동,Muak-dong,37.5767914,126.9582275,0.062951404,0.131940206,0.078446447,0.254280403
283,11170116,청암동,Cheongam-dong,37.5342588,126.9468778,0.031907351,0.109035047,0.077254898,0.261538347
284,11560130,양평동6가,Yangpyeong-dong 6(yuk)-ga,37.5427197,126.8894307,0.028309364,0.162455119,0.031496342,0.319173949
287,11710112,오금동,Ogeum-dong,37.5037347,127.1339176,0.220447277,0.105702944,0.263235817,0.079406179
288,11200104,도선동,Doseon-dong,37.5634228,127.0332231,0.122474513,0.094557149,0.153619606,0.178103297
328,11680115,수서동,Suseo-dong,37.4855136,127.0984643,0.188847387,0.066452326,0.235338152,0.119074503
332,11440117,신정동,Sinjeong-dong,37.5432644,126.9306672,0.019849177,0.12743264,0.058713257,0.277990939
333,11560116,당산동6가,Dangsan-dong 6(yuk)-ga,37.5347504,126.9031693,0.012586951,0.146597858,0.044552687,0.305249611
334,11560125,양평동1가,Yangpyeong-dong 1(il)-ga,37.5231837,126.8886735,0.027573689,0.155266131,0.050324462,0.319827589
335,11290118,동선동3가,Dongseon-dong 3(sam)-ga,37.5941547,127.0204848,0.122875165,0.126025583,0.142221047,0.198158994
337,11680107,신사동,Sinsa-dong,37.522901,127.0246548,0.109796687,0.054855523,0.153105954,0.18393442
338,11290123,안암동3가,Anam-dong 3(sam)-ga,37.5839528,127.0236728,0.120802683,0.115556929,0.144223725,0.192093411
339,11560123,문래동5가,Mullae-dong 5(o)-ga,37.5163676,126.8835197,0.034803084,0.1579224,0.056484401,0.325220636
340,11560101,영등포동,Yeongdeungpo-dong,37.5134157,126.9067835,0.019371702,0.134912751,0.065132594,0.302143131
341,11380107,응암동,Eungam-dong,37.5926842,126.9257984,0.062707097,0.164516539,0.050059156,0.289198098
342,11710102,신천동,Sincheon-dong,37.5250784,127.0921991,0.17714539,0.080817106,0.217595965,0.116364421
343,11590106,동작동,Dongjak-dong,37.4999089,126.9736767,0.066220815,0.067955977,0.118744837,0.236807307
344,11590107,사당동,Sadang-dong,37.4851779,126.9717959,0.072789316,0.064432039,0.126939653,0.241049695
345,11290139,석관동,Seokgwan-dong,37.6079392,127.0611739,0.165106508,0.141674327,0.184674412,0.165994929
346,11500102,등촌동,Deungchon-dong,37.5519877,126.8527941,0.06582804,0.199477469,0.034123621,0.356208249
348,11560109,영등포동8가,Yeongdeungpo-dong 8(pal)-ga,37.5290851,126.9050149,0.010293223,0.142466022,0.050366411,0.303391924
314,11440123,망원동,Mangwon-dong,37.5559402,126.8999194,0.029318142,0.159980327,0.026141967,0.309464987
315,11110111,옥인동,Ogin-dong,37.5835524,126.9641935,0.071964589,0.134324856,0.084998651,0.249740672
316,11110112,체부동,Chebu-dong,37.5778624,126.9710381,0.073008121,0.125936218,0.091296197,0.241891727
317,11740108,성내동,Seongnae-dong,37.5304064,127.1288442,0.213695743,0.11294914,0.25253098,0.079559422
320,11560120,문래동2가,Mullae-dong 2(i)-ga,37.5127162,126.8935375,0.028235992,0.147270976,0.061551765,0.315407332
321,11560124,문래동6가,Mullae-dong 6(yuk)-ga,37.5200428,126.8841712,0.032821372,0.158449668,0.05286616,0.324421919
322,11560104,영등포동3가,Yeongdeungpo-dong 3(sam)-ga,37.5181304,126.9083998,0.014432881,0.135035811,0.061601129,0.300286549
323,11440103,신공덕동,Singongdeok-dong,37.5443996,126.9556064,0.04265401,0.108952633,0.080848462,0.253133646
324,11440104,도화동,Dohwa-dong,37.5395606,126.9506254,0.036521075,0.109408314,0.078131962,0.257907081
325,11710101,잠실동,Jamsil-dong,37.5111559,127.0858092,0.171797147,0.066774524,0.214933361,0.124227995
327,11680114,일원동,Irwon-dong,37.487919,127.0852156,0.175410899,0.054521582,0.222157598,0.130586902
354,11440109,염리동,Yeomni-dong,37.5492254,126.9472146,0.036938638,0.11836924,0.071315087,0.261801266
355,11740102,고덕동,Godeok-dong,37.5655385,127.1576823,0.244996038,0.156875651,0.277889499,0.061212131
356,11740106,둔촌동,Dunchon-dong,37.5289353,127.1467424,0.231601632,0.127629906,0.270426981,0.061700561
357,11560118,도림동,Dorim-dong,37.5082421,126.9015397,0.026420633,0.138312508,0.068030999,0.307721689
358,11740109,천호동,Cheonho-dong,37.5431857,127.1265643,0.211772667,0.11860406,0.248441834,0.082698519
359,11440120,서교동,Seogyo-dong,37.5536496,126.9200803,0.023289658,0.142108813,0.044495328,0.289186424
360,11290101,성북동,Seongbuk-dong,37.5963213,126.9925431,0.101347735,0.134064552,0.115099677,0.225446716
363,11740103,상일동,Sangil-dong,37.5508013,127.1698689,0.255497098,0.158549005,0.290811227,0.043200402
364,11440114,창전동,Changjeon-dong,37.5498986,126.9290709,0.023563154,0.132676481,0.054227812,0.279948988
365,11410114,신촌동,Sinchon-dong,37.5651557,126.9433451,0.044376743,0.132336065,0.063910118,0.267211933
366,11410117,연희동,Yeonhui-dong,37.5725293,126.9312648,0.044651057,0.146035954,0.051379212,0.28018956
368,11440110,노고산동,Nogosan-dong,37.5540256,126.9382447,0.032691893,0.128239881,0.061284415,0.271111483
369,11290120,동선동5가,Dongseon-dong 5(o)-ga,37.5963264,127.0168843,0.12096386,0.128617837,0.139014706,0.202264669
370,11290121,안암동1가,Anam-dong 1(il)-ga,37.5887176,127.0222897,0.121751354,0.120431059,0.143297792,0.194775737
350,11440101,아현동,Ahyeon-dong,37.554422,126.9559626,0.047112621,0.115884801,0.078249697,0.253496408
351,11560133,대림동,Daerim-dong,37.4970578,126.9009236,0.036699379,0.13615615,0.078546924,0.309372245
352,11710113,거여동,Geoyeo-dong,37.4893748,127.1470227,0.23556052,0.114739743,0.279840918,0.074308514
353,11440102,공덕동,Gongdeok-dong,37.5473874,126.9555575,0.043647189,0.11107934,0.079803989,0.253355063
362,11740101,명일동,Myeongil-dong,37.5485893,127.151755,0.237267223,0.142094361,0.272939129,0.059234355
411,11680110,압구정동,Apgujeong-dong,37.52883,127.0295045,0.114374017,0.060138148,0.15592737,0.178911057
414,11710104,송파동,Songpa-dong,37.5049182,127.1138534,0.200394284,0.087494533,0.243597748,0.098147703
420,11560102,영등포동1가,Yeongdeungpo-dong 1(il)-ga,37.517729,126.9126708,0.013390323,0.130918063,0.064035171,0.296037775
428,11560129,양평동5가,Yangpyeong-dong 5(o)-ga,37.5389197,126.8929394,0.023617251,0.157612645,0.036247286,0.315552482
431,11290106,동소문동3가,Dongsomun-dong 3(sam)-ga,37.5903924,127.0116169,0.113343854,0.123590183,0.132909043,0.205473508
436,11290115,삼선동5가,Samseon-dong 5(o)-ga,37.5885476,127.016002,0.116172101,0.121042771,0.137031397,0.200743659
443,11110109,누상동,Nusang-dong,37.5802364,126.9623723,0.068303035,0.132482612,0.082826691,0.25085341
446,11290108,동소문동5가,Dongsomun-dong 5(o)-ga,37.5915119,127.0150675,0.11687157,0.124114522,0.136479339,0.202501551
452,11290113,삼선동3가,Samseon-dong 3(sam)-ga,37.5867502,127.0134419,0.113057859,0.119681824,0.134289256,0.202699258
458,11380109,신사동,Sinsa-dong,37.5959208,126.9074632,0.065485392,0.179405641,0.036028923,0.307803277
463,11290105,동소문동2가,Dongsomun-dong 2(i)-ga,37.5888166,127.0081299,0.109549854,0.122732196,0.129248272,0.208374697
397,11710107,가락동,Garak-dong,37.4942803,127.1176311,0.205764731,0.087281825,0.250355492,0.098013294
398,11440111,신수동,Sinsu-dong,37.5480088,126.9372619,0.027966089,0.125085485,0.062477027,0.271653668
399,11560119,문래동1가,Mullae-dong 1(il)-ga,37.5118742,126.8975738,0.02589232,0.143167584,0.063378981,0.311429397
400,11560115,당산동5가,Dangsan-dong 5(o)-ga,37.5321286,126.90101,0.014193323,0.147385837,0.045772296,0.307390216
401,11560107,영등포동6가,Yeongdeungpo-dong 6(yuk)-ga,37.5222528,126.9030388,0.014873588,0.141543725,0.055538317,0.305493132
402,11560108,영등포동7가,Yeongdeungpo-dong 7(chil)-ga,37.5242607,126.9071884,0.010358198,0.138500179,0.055634331,0.301292004
403,11710106,삼전동,Samjeon-dong,37.5018103,127.0897698,0.177025242,0.064659498,0.2215435,0.12223096
404,11440126,중동,Jung-dong,37.5716735,126.9067456,0.041642216,0.163692837,0.026880567,0.304347994
405,11560105,영등포동4가,Yeongdeungpo-dong 4(sa)-ga,37.517862,126.9038985,0.017211927,0.139141869,0.059896964,0.304795289
406,11620103,남현동,Namhyeon-dong,37.4630565,126.9776244,0.092218697,0.05680387,0.146908707,0.240643261
407,11440124,연남동,Yeonnam-dong,37.5626693,126.9223734,0.032592069,0.145903551,0.043663457,0.287744569
408,11440121,동교동,Donggyo-dong,37.5580953,126.9258049,0.029219606,0.140340591,0.048196122,0.28386501
409,11440122,합정동,Hapjeong-dong,37.5478042,126.9079929,0.018367569,0.148799113,0.037570502,0.300861103
371,11290128,보문동6가,Bomun-dong 6(yuk)-ga,37.5806329,127.0192949,0.115416305,0.112743186,0.13963244,0.195442188
373,11290132,보문동3가,Bomun-dong 3(sam)-ga,37.584334,127.016517,0.114594705,0.116799628,0.137122452,0.199085727
374,11290124,안암동4가,Anam-dong 4(sa)-ga,37.5805404,127.0246072,0.120193421,0.112075697,0.144931536,0.190282919
376,11680101,역삼동,Yeoksam-dong,37.4998676,127.0386901,0.127376091,0.031331226,0.174723782,0.172588657
382,11560126,양평동2가,Yangpyeong-dong 2(i)-ga,37.5233387,126.8839345,0.032114435,0.159767104,0.049561929,0.324561276
385,11380106,대조동,Daejo-dong,37.6126506,126.9243912,0.082283297,0.180874169,0.059782673,0.295439011
387,11290107,동소문동4가,Dongsomun-dong 4(sa)-ga,37.5918678,127.0106029,0.113269515,0.125227726,0.132109697,0.206872226
388,11290114,삼선동4가,Samseon-dong 4(sa)-ga,37.5898185,127.013353,0.114528728,0.122720102,0.134555885,0.203645701
389,11680118,도곡동,Dogok-dong,37.4881299,127.0440333,0.135791818,0.021656849,0.18466824,0.169931262
390,11560103,영등포동2가,Yeongdeungpo-dong 2(i)-ga,37.5208906,126.9126698,0.010300216,0.132131461,0.061340194,0.29591108
391,11440115,상수동,Sangsu-dong,37.5470257,126.9243736,0.018588131,0.134739678,0.051382046,0.284462404
392,11740107,암사동,Amsa-dong,37.5577912,127.1295091,0.216041743,0.130399971,0.250070009,0.083230455
394,11680106,대치동,Daechi-dong,37.4989487,127.0646582,0.152882699,0.042856729,0.198960257,0.147328532
395,11290119,동선동4가,Dongseon-dong 4(sa)-ga,37.5951321,127.0188307,0.121972125,0.127185638,0.140738267,0.200038183
396,11680113,율현동,Yulhyeon-dong,37.4717408,127.1114701,0.205037474,0.077393363,0.252648024,0.11374631
421,11440127,상암동,Sangam-dong,37.5715459,126.877877,0.055156748,0.186968822,0.002334532,0.332967602
422,11470103,신월동,Sinwol-dong,37.5290519,126.8370637,0.078106884,0.206050935,0.061171583,0.371341889
423,11560111,당산동1가,Dangsan-dong 1(il)-ga,37.5214443,126.898537,0.019108689,0.145428741,0.054576512,0.310017557
424,11590101,노량진동,Noryangjin-dong,37.5115,126.9415118,0.032724483,0.101958069,0.086876144,0.267617999
425,11590103,상도1동,Sangdo 1(il)-dong,37.5032399,126.9498621,0.044378111,0.091007522,0.098621618,0.2600513
426,11290112,삼선동2가,Samseon-dong 2(i)-ga,37.5848587,127.0118856,0.110773671,0.118102463,0.13255519,0.203690717
427,11440108,대흥동,Daeheung-dong,37.5498968,126.9427567,0.033518944,0.122124618,0.066890271,0.266294973
429,11560121,문래동3가,Mullae-dong 3(sam)-ga,37.5171092,126.8959575,0.023625601,0.146351154,0.057900974,0.312761969
430,11560128,양평동4가,Yangpyeong-dong 4(sa)-ga,37.536431,126.8962332,0.019711224,0.153557859,0.039814713,0.312208559
432,11290134,길음동,Gireum-dong,37.6084879,127.0223924,0.132374058,0.140110418,0.146922918,0.201400064
433,11560114,당산동4가,Dangsan-dong 4(sa)-ga,37.5291366,126.8991344,0.016110084,0.147837326,0.047658382,0.309271917
438,11590104,본동,Bon-dong,37.5124878,126.9551132,0.043996644,0.09025612,0.096378715,0.253980791
434,11500107,외발산동,Oebalsan-dong,37.5495179,126.8203066,0.096654819,0.22852687,0.063943245,0.388521448
435,11590105,흑석동,Heukseok-dong,37.5052783,126.9638232,0.055000313,0.079174557,0.107684075,0.245952391
437,11500106,내발산동,Naebalsan-dong,37.5536081,126.8346843,0.08361083,0.21670056,0.049081891,0.374382072
410,11560110,여의도동,Yeouido-dong,37.5284328,126.9273753,0.012470382,0.122246853,0.064945504,0.281037961
412,11380101,수색동,Susaek-dong,37.5849864,126.8928476,0.058514864,0.182876283,0.017835355,0.320091834
413,11290104,동소문동1가,Dongsomun-dong 1(il)-ga,37.5901376,127.007256,0.109518101,0.124209672,0.128553364,0.209581982
415,11290122,안암동2가,Anam-dong 2(i)-ga,37.5868415,127.0232695,0.121740859,0.118470356,0.144075749,0.193291982
418,11290111,삼선동1가,Samseon-dong 1(il)-ga,37.5843841,127.0075165,0.10674075,0.118540228,0.128161016,0.207787208
416,11500101,염창동,Yeomchang-dong,37.5559718,126.8712408,0.050568044,0.184714956,0.018861187,0.338062313
417,11530109,궁동,Gung-dong,37.5009522,126.8286614,0.091521894,0.2079582,0.08818577,0.380945469
419,11290135,종암동,Jongam-dong,37.596525,127.0332811,0.13514218,0.127657823,0.15522893,0.186883057
448,11380104,갈현동,Galhyeon-dong,37.6210985,126.9132641,0.09023019,0.194376135,0.058763302,0.308504208
449,11530110,온수동,Onsu-dong,37.4936808,126.8204193,0.101774711,0.215146088,0.09892348,0.389795773
450,11380102,녹번동,Nokbeon-dong,37.6041196,126.9344912,0.075742907,0.167989121,0.06298191,0.283431511
451,11380103,불광동,Bulgwang-dong,37.6191932,126.935134,0.090538437,0.179992423,0.072185219,0.287063241
453,11680104,청담동,Cheongdam-dong,37.5255867,127.0522746,0.137228036,0.059548388,0.178719869,0.15622759
454,11290116,동선동1가,Dongseon-dong 1(il)-ga,37.5924569,127.0182087,0.12005012,0.124608225,0.13972159,0.199792195
455,11380110,증산동,Jeungsan-dong,37.583179,126.9061068,0.053067034,0.171628923,0.028224236,0.30671769
456,11380105,구산동,Gusan-dong,37.6122006,126.9088192,0.0815586,0.190385024,0.048935301,0.310320463
457,11380108,역촌동,Yeokchon-dong,37.60508,126.9121446,0.074252807,0.182848576,0.045681685,0.305312088
459,11290110,동소문동7가,Dongsomun-dong 7(chil)-ga,37.5963137,127.0142973,0.118789341,0.128977644,0.136463741,0.20471183
460,11410116,창천동,Changcheon-dong,37.558812,126.934147,0.033773862,0.134484808,0.056018801,0.275632095
461,11290136,하월곡동,Hawolgok-dong,37.6041679,127.0378885,0.142950791,0.135350094,0.161098781,0.185442199
462,11290137,상월곡동,Sangwolgok-dong,37.6060556,127.0475388,0.152240688,0.137839344,0.170931927,0.177397259
464,11170107,동자동,Dongja-dong,37.5515203,126.9729154,0.061340433,0.10285086,0.095417675,0.236353218
465,11710111,방이동,Bangi-dong,37.5163579,127.1260688,0.211419691,0.103478711,0.252555634,0.083668714
466,11200106,사근동,Sageun-dong,37.5589469,127.046752,0.134560958,0.090956928,0.167434685,0.164000291
467,11305103,수유동,Suyu-dong,37.6371315,127.007544,0.140799564,0.1703489,0.142980678,0.227047701
439,11500103,화곡동,Hwagok-dong,37.5421699,126.8468431,0.069231331,0.20112001,0.04501176,0.361720344
440,11590108,대방동,Daebang-dong,37.5067515,126.9277454,0.027225722,0.112927814,0.081512848,0.281722036
441,11590109,신대방동,Sindaebang-dong,37.4921384,126.9166599,0.038779045,0.119752423,0.088589681,0.294351007
442,11290125,안암동5가,Anam-dong 5(o)-ga,37.5884384,127.0295868,0.128093944,0.119654682,0.150522179,0.187730431
447,11290109,동소문동6가,Dongsomun-dong 6(yuk)-ga,37.5936325,127.0140286,0.117106992,0.126371467,0.135760608,0.204131532
444,11380114,진관동,Jingwan-dong,37.6422519,126.934085,0.11296234,0.200175636,0.088148346,0.295916347
445,11500113,오쇠동,Osoe-dong,37.5435569,126.7978763,0.117955022,0.247778013,0.087045692,0.410706711
